Item Name,Item Variation,SKU,Category Rollup,Category,Items Sold,Gross Sales,Items Refunded,Refunds,Discounts & Comps,Net Sales,Tax,Unit,Units Sold,Units Refunded
$12 Bottle,Regular,"",Beers,Bottled Beer,1,$12.00,0,$0.00,$0.00,$12.00,$1.03,ea,1,0
$20 Bottle,Regular,"",Beers,Bottled Beer,2,$40.00,0,$0.00,$0.00,$40.00,$3.45,ea,2,0
$30 Bottle,Regular,"",Beers,Bottled Beer,1,$30.00,0,$0.00,$0.00,$30.00,$2.59,ea,1,0
$10 Can,Regular,"",Beers,Cans,9,$90.00,0,$0.00,$0.00,$90.00,$7.74,ea,9,0
$16 4 Pack,Regular,"",Beers,Cans,1,$16.00,0,$0.00,-$3.20,$12.80,$1.11,ea,1,0
$18 4 Pack,Regular,"",Beers,Cans,3,$54.00,0,$0.00,$0.00,$54.00,$4.65,ea,3,0
$20 4 Pack,Regular,"",Beers,Cans,15,$300.00,0,$0.00,-$3.00,$297.00,$25.62,ea,15,0
$22 4 Pack,Regular,"",Beers,Cans,59,"$1,298.00",0,$0.00,-$9.90,"$1,288.10",$107.31,ea,59,0
$24 4 Pack,Regular,"",Beers,Cans,122,"$2,928.00",0,$0.00,-$48.00,"$2,880.00",$246.35,ea,122,0
$26 4 Pack,Regular,"",Beers,Cans,55,"$1,430.00",-1,-$26.00,-$11.70,"$1,392.30",$120.07,ea,55,-1
$28 4 Pack,Regular,"",Beers,Cans,13,$364.00,0,$0.00,$0.00,$364.00,$31.38,ea,13,0
$30 4 Pack,Regular,"",Beers,Cans,12,$360.00,0,$0.00,$0.00,$360.00,$31.05,ea,12,0
$4 Can,Regular,"",Beers,Cans,5,$20.00,0,$0.00,-$0.60,$19.40,$1.67,ea,5,0
$5 Can,Regular,"",Beers,Cans,22,$110.00,0,$0.00,-$1.50,$108.50,$9.34,ea,22,0
$6 Can,Regular,"",Beers,Cans,145,$870.00,0,$0.00,-$21.00,$849.00,$73.82,ea,145,0
$7 Can,Regular,"",Beers,Cans,292,"$2,044.00",0,$0.00,-$1.05,"$2,042.95",$170.06,ea,292,0
$8 Can,Regular,"",Beers,Cans,200,"$1,600.00",0,$0.00,-$24.00,"$1,576.00",$135.96,ea,200,0
$9 Can,Regular,"",Beers,Cans,69,$621.00,0,$0.00,$0.00,$621.00,$53.63,ea,69,0
$12 Crowler,Regular,"",Beers,Crowlers,4,$48.00,0,$0.00,$0.00,$48.00,$4.14,ea,4,0
$14 Crowler,Regular,"",Beers,Crowlers,44,$616.00,0,$0.00,$0.00,$616.00,$53.16,ea,44,0
$16 Crowler,Regular,"",Beers,Crowlers,19,$304.00,0,$0.00,$0.00,$304.00,$26.22,ea,19,0
$18 Crowler,Regular,"",Beers,Crowlers,9,$162.00,0,$0.00,$0.00,$162.00,$13.97,ea,9,0
$20 Crowler,Regular,"",Beers,Crowlers,6,$120.00,0,$0.00,$0.00,$120.00,$10.36,ea,6,0
$22 Crowler,Regular,"",Beers,Crowlers,4,$88.00,0,$0.00,$0.00,$88.00,$5.70,ea,4,0
$24 Crowler,Regular,"",Beers,Crowlers,1,$24.00,0,$0.00,$0.00,$24.00,$2.07,ea,1,0
$25 Crowler,Regular,"",Beers,Crowlers,1,$25.00,0,$0.00,$0.00,$25.00,$2.16,ea,1,0
$30 Crowler,Regular,"",Beers,Crowlers,3,$90.00,0,$0.00,$0.00,$90.00,$7.77,ea,3,0
$32 Crowler,Regular,"",Beers,Crowlers,1,$32.00,0,$0.00,$0.00,$32.00,$2.76,ea,1,0
$10 Beer,Regular,"",Beers,Draft Beer,1063,"$10,630.00",-10,-$100.00,-$131.00,"$10,399.00",$894.50,ea,1063,-10
$11 Beer,Regular,"",Beers,Draft Beer,369,"$4,059.00",-2,-$22.00,-$36.30,"$4,000.70",$345.44,ea,369,-2
$12 Beer,Regular,"",Beers,Draft Beer,2134,"$25,608.00",-8,-$96.00,-$179.73,"$25,332.27","$2,186.38",ea,2134,-8
$13 Beer,Regular,"",Beers,Draft Beer,3,$39.00,0,$0.00,$0.00,$39.00,$3.36,ea,3,0
$14 Beer,Regular,"",Beers,Draft Beer,1,$14.00,0,$0.00,$0.00,$14.00,$1.21,ea,1,0
$3 SODA,Regular,"",Beers,Draft Beer,43,$129.00,0,$0.00,-$6.00,$123.00,$10.40,ea,43,0
$4 SODA,Regular,"",Beers,Draft Beer,12,$48.00,0,$0.00,$0.00,$48.00,$4.13,ea,12,0
$5 Beer,Regular,"",Beers,Draft Beer,582,"$2,910.00",0,$0.00,-$63.50,"$2,846.50",$244.15,ea,582,0
$6 Beer,Regular,"",Beers,Draft Beer,140,$840.00,0,$0.00,-$9.30,$830.70,$70.50,ea,140,0
$7 Beer,Regular,"",Beers,Draft Beer,202,"$1,414.00",0,$0.00,-$6.14,"$1,407.86",$119.89,ea,202,0
$8 Beer,Regular,"",Beers,Draft Beer,495,"$3,960.00",-1,-$8.00,-$10.40,"$3,941.60",$337.90,ea,495,-1
$9 Beer,Regular,"",Beers,Draft Beer,27028,"$243,252.00",-80,-$720.00,"-$2,796.32","$239,735.68","$20,633.06",ea,27028,-80
1/2 pint,Regular,"",Beers,Draft Beer,564,"$2,820.00",0,$0.00,-$83.14,"$2,736.86",$233.79,ea,564,0
Barebottle  Unsinkable Tartanic,Regular,"",Beers,Draft Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Barebottle Club Haus,Regular,"",Beers,Draft Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Barebottle hella Hetchy,Regular,"",Beers,Draft Beer,7,$63.00,0,$0.00,$0.00,$63.00,$5.44,ea,7,0
Cellarmaker Mt. Cook,Regular,"",Beers,Draft Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.77,ea,1,0
DeGarde Buveaux,Regular,"",Beers,Draft Beer,2,$24.00,0,$0.00,$0.00,$24.00,$2.07,ea,2,0
Faction Rice Lager,Regular,"",Beers,Draft Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.77,ea,1,0
Fair Isle Harlen,Regular,"",Beers,Draft Beer,1,$12.00,0,$0.00,$0.00,$12.00,$1.04,ea,1,0
Fieldwork Castleford,Regular,"",Beers,Draft Beer,8,$72.00,0,$0.00,$0.00,$72.00,$6.24,ea,8,0
Great Notion Double Stack,Regular,"",Beers,Draft Beer,2,$38.00,0,$0.00,$0.00,$38.00,$3.28,ea,2,0
Great Notion Fury,Regular,"",Beers,Draft Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Happy Hour Beer,Regular,"",Beers,Draft Beer,218,"$1,526.00",0,$0.00,-$13.30,"$1,512.70",$129.82,ea,218,0
Humble Sea Atlas of Dark Seas,Regular,"",Beers,Draft Beer,1,$12.00,0,$0.00,$0.00,$12.00,$1.04,ea,1,0
Moonlight Reality Czeck,Regular,"",Beers,Draft Beer,3,$27.00,0,$0.00,$0.00,$27.00,$2.33,ea,3,0
Olfactory Pure Moods,Regular,"",Beers,Draft Beer,5,$45.00,0,$0.00,$0.00,$45.00,$3.88,ea,5,0
Pohjala Marshmallow Island,Regular,"",Beers,Draft Beer,3,$36.00,0,$0.00,$0.00,$36.00,$3.11,ea,3,0
Pohjala Mudcake Banger,Regular,"",Beers,Draft Beer,3,$36.00,0,$0.00,$0.00,$36.00,$3.12,ea,3,0
Reality Czeck,Regular,"",Beers,Draft Beer,5,$45.00,0,$0.00,$0.00,$45.00,$3.90,ea,5,0
STS Pils,Regular,"",Beers,Draft Beer,3,$27.00,0,$0.00,$0.00,$27.00,$2.33,ea,3,0
Alchemist - Focal Banger,4 Pack - Take Home Only,"",Beers,Online Beer,1,$26.00,0,$0.00,$0.00,$26.00,$2.25,ea,1,0
Alchemist - Focal Banger,Can - Take Home Only,"",Beers,Online Beer,6,$42.00,0,$0.00,$0.00,$42.00,$3.62,ea,6,0
Allagash White,16oz draft,"",Beers,Online Beer,22,$198.00,0,$0.00,$0.00,$198.00,$17.11,ea,22,0
Almanac - True Kolsch,Regular,"",Beers,Online Beer,6,$54.00,0,$0.00,$0.00,$54.00,$2.34,ea,6,0
Almanac True Kolsch,16oz Draft,"",Beers,Online Beer,6,$54.00,0,$0.00,$0.00,$54.00,$4.67,ea,6,0
Altamont Brewing - Waui Nugs,Regular,"",Beers,Online Beer,6,$54.00,0,$0.00,$0.00,$54.00,$4.66,ea,6,0
Altamont Rich Mahogany,Regular,"",Beers,Online Beer,3,$27.00,0,$0.00,$0.00,$27.00,$2.34,ea,3,0
Alvarado St  Howzit Punch,Regular,"",Beers,Online Beer,2,$24.00,0,$0.00,$0.00,$24.00,$2.07,ea,2,0
Alvarado St White Label Mai Tai,Regular,"",Beers,Online Beer,2,$18.00,0,$0.00,$0.00,$18.00,$1.56,ea,2,0
Alvarado Street + North Park Cruis'n U.S. Haze,Regular,"",Beers,Online Beer,5,$45.00,0,$0.00,$0.00,$45.00,$3.88,ea,5,0
Alvarado Street - Double Howzit Punch,9oz Draft,"",Beers,Online Beer,6,$54.00,0,$0.00,$0.00,$54.00,$4.67,ea,6,0
Alvarado Street - Mai Tai PA,4 Pack - Take Home Only,"",Beers,Online Beer,4,$104.00,0,$0.00,$0.00,$104.00,$8.96,ea,4,0
Alvarado Street - Mai Tai PA,Can In House,"",Beers,Online Beer,4,$36.00,0,$0.00,$0.00,$36.00,$3.10,ea,4,0
Alvarado Street - Pink PMB,Can In House,"",Beers,Online Beer,2,$18.00,0,$0.00,$0.00,$18.00,$1.55,ea,2,0
Alvarado Street Beaky Blinders,Regular,"",Beers,Online Beer,2,$18.00,0,$0.00,$0.00,$18.00,$1.55,ea,2,0
Alvarado Street Biggie's Behemoth Blueberry Brunch Bonanza,Regular,"",Beers,Online Beer,13,$130.00,0,$0.00,$0.00,$130.00,$11.18,ea,13,0
Alvarado Street Cheeky's Succulent Skaze,Regular,"",Beers,Online Beer,12,$108.00,0,$0.00,$0.00,$108.00,$9.32,ea,12,0
Alvarado Street Double Cone,Regular,"",Beers,Online Beer,6,$54.00,0,$0.00,$0.00,$54.00,$4.66,ea,6,0
Alvarado Street Double Dry Hopped Mai Tai P.A.,Regular,"",Beers,Online Beer,9,$81.00,0,$0.00,$0.00,$81.00,$7.00,ea,9,0
Alvarado Street Flight,Regular,"",Beers,Online Beer,49,$980.00,0,$0.00,-$20.00,$960.00,$82.80,ea,49,0
Alvarado Street Gnarburator,Regular,"",Beers,Online Beer,6,$54.00,0,$0.00,$0.00,$54.00,$4.67,ea,6,0
Alvarado Street Motor Oil No. 18,Regular,"",Beers,Online Beer,2,$20.00,0,$0.00,$0.00,$20.00,$1.72,ea,2,0
Alvarado Street Orange Sherburps,Regular,"",Beers,Online Beer,3,$36.00,0,$0.00,$0.00,$36.00,$3.11,ea,3,0
Alvarado Street Pomegranate,Regular,"",Beers,Online Beer,1,$10.00,0,$0.00,$0.00,$10.00,$0.86,ea,1,0
Alvarado street Orangeberry Crisp,Regular,"",Beers,Online Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.77,ea,1,0
Armistice - Befugged,16oz Draft,"",Beers,Online Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Armistice - Guavallujah,Regular,"",Beers,Online Beer,4,$36.00,0,$0.00,$0.00,$36.00,$3.10,ea,4,0
Armistice - Mild Thing,16oz draft,"",Beers,Online Beer,2,$18.00,0,$0.00,$0.00,$18.00,$1.56,ea,2,0
Armistice - Rich City Pils,16oz Draft,"",Beers,Online Beer,5,$45.00,0,$0.00,$0.00,$45.00,$3.90,ea,5,0
Armistice - Rich City Pils,Regular,"",Beers,Online Beer,21,$189.00,0,$0.00,$0.00,$189.00,$16.30,ea,21,0
Armistice - Strata Salad,Regular,"",Beers,Online Beer,4,$36.00,0,$0.00,$0.00,$36.00,$3.11,ea,4,0
Armistice Because Pale Ale,16oz draft,"",Beers,Online Beer,7,$63.00,0,$0.00,$0.00,$63.00,$5.44,ea,7,0
Armistice Berry Coulis,Regular,"",Beers,Online Beer,13,$117.00,0,$0.00,$0.00,$117.00,$10.13,ea,13,0
Armistice Disco Tech Bro,13oz Draft,"",Beers,Online Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Armistice Mist Trail,Regular,"",Beers,Online Beer,4,$36.00,0,$0.00,$0.00,$36.00,$3.11,ea,4,0
Armistice Rich City Pils,16oz draft,"",Beers,Online Beer,8,$72.00,0,$0.00,$0.00,$72.00,$0.00,ea,8,0
Barebottle - Crisp Angel,16oz Draft,"",Beers,Online Beer,21,$189.00,0,$0.00,$0.00,$189.00,$16.31,ea,21,0
Barebottle - Saint Coconut,16oz Draft,"",Beers,Online Beer,6,$54.00,0,$0.00,$0.00,$54.00,$4.67,ea,6,0
Barebottle - Saint Nitro,16oz Draft,"",Beers,Online Beer,11,$99.00,0,$0.00,$0.00,$99.00,$8.57,ea,11,0
Barebottle Hella Hetchy,16oz draft,"",Beers,Online Beer,2,$18.00,0,$0.00,-$1.35,$16.65,$0.00,ea,2,0
Barebottle Hella Hetchy,Regular,"",Beers,Online Beer,3,$27.00,0,$0.00,$0.00,$27.00,$2.33,ea,3,0
Barebottle Jelly Monster,Regular,"",Beers,Online Beer,5,$45.00,0,$0.00,$0.00,$45.00,$3.89,ea,5,0
Barebottle Mango Flossi,Regular,"",Beers,Online Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Barebottle Mighty Mosaic,16oz draft,"",Beers,Online Beer,12,$108.00,0,$0.00,$0.00,$108.00,$9.33,ea,12,0
Barebottle SourBurst,Regular,"",Beers,Online Beer,4,$36.00,0,$0.00,$0.00,$36.00,$3.11,ea,4,0
Barebottle lil haus on the prairie,Regular,"",Beers,Online Beer,6,$54.00,0,$0.00,$0.00,$54.00,$4.67,ea,6,0
Barebottle royale flush,Regular,"",Beers,Online Beer,2,$18.00,0,$0.00,$0.00,$18.00,$1.55,ea,2,0
Best Day Brewing Kolsch,Regular,"",Beers,Online Beer,29,$174.00,0,$0.00,$0.00,$174.00,$15.08,ea,29,0
Best Day Brewing WC IPA,Regular,"",Beers,Online Beer,27,$162.00,0,$0.00,-$1.80,$160.20,$13.87,ea,27,0
Blind Pig,Regular,"",Beers,Online Beer,8,$72.00,0,$0.00,$0.00,$72.00,$0.00,ea,8,0
Bottle Logic Banzai Break,Regular,"",Beers,Online Beer,2,$22.00,0,$0.00,$0.00,$22.00,$1.90,ea,2,0
Burley Oak JREAM,Regular,"",Beers,Online Beer,1,$12.00,0,$0.00,$0.00,$12.00,$1.03,ea,1,0
Busty Lush She's Passionate,Regular,"",Beers,Online Beer,12,$84.00,0,$0.00,$0.00,$84.00,$7.21,ea,12,0
Busty Lush She’s Divine,Regular,"",Beers,Online Beer,7,$49.00,0,$0.00,$0.00,$49.00,$4.20,ea,7,0
Can - Alchemist - Heady Topper,4 Pack - Take Home Only,"",Beers,Online Beer,2,$52.00,0,$0.00,$0.00,$52.00,$4.48,ea,2,0
Can - Alchemist - Heady Topper,Can - Take Home Only,"",Beers,Online Beer,6,$42.00,0,$0.00,$0.00,$42.00,$3.63,ea,6,0
Can - Alchemist - Heady Topper,Can In House,"",Beers,Online Beer,7,$63.00,0,$0.00,$0.00,$63.00,$5.44,ea,7,0
Can - Great Notion - Juice Invader,Can In House,"",Beers,Online Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Cellarmaker - Dobis,16oz draft,"",Beers,Online Beer,17,$153.00,0,$0.00,$0.00,$153.00,$13.21,ea,17,0
Cellarmaker - Mt. Nelson,16oz draft,"",Beers,Online Beer,23,$207.00,0,$0.00,$0.00,$207.00,$17.90,ea,23,0
Cellarmaker - Wild Gooseberry Chase,16oz Draft,"",Beers,Online Beer,12,$108.00,0,$0.00,$0.00,$108.00,$9.30,ea,12,0
Cellarmaker Checks The Boxes,16oz draft,"",Beers,Online Beer,18,$162.00,0,$0.00,$0.00,$162.00,$14.01,ea,18,0
Cellarmaker Christopher Riwaken,Regular,"",Beers,Online Beer,2,$18.00,0,$0.00,$0.00,$18.00,$1.56,ea,2,0
Cellarmaker Coffee & Cigs,13oz Draft,"",Beers,Online Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Cellarmaker Coffee & Cigs,Regular,"",Beers,Online Beer,4,$40.00,0,$0.00,$0.00,$40.00,$3.44,ea,4,0
Cellarmaker Mild Smiles Nitro,16oz Draft,"",Beers,Online Beer,17,$153.00,0,$0.00,$0.00,$153.00,$13.20,ea,17,0
Cellarmaker Moonage Daydream,Regular,"",Beers,Online Beer,23,$207.00,0,$0.00,$0.00,$207.00,$17.88,ea,23,0
Cellarmaker Mo’ Galaxy,Regular,"",Beers,Online Beer,4,$36.00,0,$0.00,$0.00,$36.00,$3.12,ea,4,0
Cellarmaker Mt Nelson,Regular,"",Beers,Online Beer,3,$27.00,0,$0.00,$0.00,$27.00,$2.34,ea,3,0
Cellarmaker The Glow,Regular,"",Beers,Online Beer,5,$45.00,0,$0.00,$0.00,$45.00,$3.90,ea,5,0
Cellarmaker Wicked Juicy,16oz draft,"",Beers,Online Beer,3,$27.00,0,$0.00,$0.00,$27.00,$2.34,ea,3,0
Cellarmaker Wicked Juicy,Regular,"",Beers,Online Beer,6,$54.00,0,$0.00,$0.00,$54.00,$4.67,ea,6,0
Cellarmaker baby blammo,16oz Draft,"",Beers,Online Beer,2,$18.00,0,$0.00,$0.00,$18.00,$1.56,ea,2,0
Cellarmaker brewers willow,Regular,"",Beers,Online Beer,1,$12.00,0,$0.00,$0.00,$12.00,$1.04,ea,1,0
Cellarmaker huckleberry oak,Regular,"",Beers,Online Beer,1,$12.00,0,$0.00,$0.00,$12.00,$1.04,ea,1,0
Cellarmaker map of the moon,Regular,"",Beers,Online Beer,2,$24.00,0,$0.00,$0.00,$24.00,$2.08,ea,2,0
Cellarmaker- Turok Juice,Regular,"",Beers,Online Beer,12,$108.00,0,$0.00,$0.00,$108.00,$9.33,ea,12,0
Cellarmaker- Zero Complaints,Regular,"",Beers,Online Beer,13,$117.00,-1,-$9.00,$0.00,$108.00,$9.32,ea,13,-1
Cerebral  Inhabited Form,Regular,"",Beers,Online Beer,8,$72.00,0,$0.00,$0.00,$72.00,$6.24,ea,8,0
Cerebral DDH Hollow Fang,Regular,"",Beers,Online Beer,7,$70.00,0,$0.00,$0.00,$70.00,$6.02,ea,7,0
Cerebral Forever Awake - Nola Style,Regular,"",Beers,Online Beer,7,$70.00,0,$0.00,$0.00,$70.00,$6.02,ea,7,0
Cerebral Momentum Shift,Regular,"",Beers,Online Beer,17,$170.00,0,$0.00,$0.00,$170.00,$14.62,ea,17,0
Country Doctor,16oz draft,"",Beers,Online Beer,6,$54.00,0,$0.00,$0.00,$54.00,$0.00,ea,6,0
Dark Beer Flight,Regular,"",Beers,Online Beer,139,"$2,984.00",0,$0.00,$0.00,"$2,984.00",$257.47,ea,139,0
Fair Isle Myrtle,"9oz Draft, 7oz Draft","",Beers,Online Beer,4,$40.00,0,$0.00,$0.00,$40.00,$3.44,ea,4,0
Fair Isle Odelette,Regular,"",Beers,Online Beer,4,$40.00,0,$0.00,$0.00,$40.00,$3.45,ea,4,0
Fieldwork - Critical Excess,16oz Draft,"",Beers,Online Beer,11,$99.00,0,$0.00,$0.00,$99.00,$8.55,ea,11,0
Fieldwork Castleford,16oz Draft,"",Beers,Online Beer,3,$27.00,0,$0.00,$0.00,$27.00,$2.34,ea,3,0
Fieldwork Critical Excess,Regular,"",Beers,Online Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Fieldwork Hook & Loop,Regular,"",Beers,Online Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Fieldwork Ice Cream Castles,16oz Draft,"",Beers,Online Beer,13,$117.00,0,$0.00,$0.00,$117.00,$10.10,ea,13,0
Fieldwork New Dreams,Regular,"",Beers,Online Beer,2,$18.00,0,$0.00,$0.00,$18.00,$1.56,ea,2,0
Fieldwork PULP!,16oz Draft,"",Beers,Online Beer,21,$189.00,0,$0.00,$0.00,$189.00,$16.31,ea,21,0
Fieldwork Pulp,Regular,"",Beers,Online Beer,7,$63.00,0,$0.00,$0.00,$63.00,$5.45,ea,7,0
Fieldwork Pulp Free,Regular,"",Beers,Online Beer,5,$45.00,0,$0.00,$0.00,$45.00,$3.89,ea,5,0
Fieldwork Salted Watermelon,Regular,"",Beers,Online Beer,8,$72.00,0,$0.00,$0.00,$72.00,$6.24,ea,8,0
Fieldwork Salted Watermelon Gose,9oz draft,"",Beers,Online Beer,9,$81.00,0,$0.00,$0.00,$81.00,$7.00,ea,9,0
Fieldwork St Thomas OG,16oz draft,"",Beers,Online Beer,3,$27.00,0,$0.00,$0.00,$27.00,$2.34,ea,3,0
Fieldwork Video Armageddon,16oz Draft,"",Beers,Online Beer,2,$18.00,0,$0.00,$0.00,$18.00,$1.56,ea,2,0
Fieldwork Walrus is Paul,Regular,"",Beers,Online Beer,4,$36.00,0,$0.00,$0.00,$36.00,$0.00,ea,4,0
Fieldwork mixed berry parfait,Regular,"",Beers,Online Beer,3,$27.00,0,$0.00,$0.00,$27.00,$2.34,ea,3,0
Finback Between The Dead 2022,Regular,"",Beers,Online Beer,14,$168.00,0,$0.00,$0.00,$168.00,$14.52,ea,14,0
Finback I See You,Regular,"",Beers,Online Beer,3,$33.00,0,$0.00,$0.00,$33.00,$2.85,ea,3,0
Finback Slave To The Machine,Regular,"",Beers,Online Beer,3,$30.00,0,$0.00,$0.00,$30.00,$2.58,ea,3,0
Finback slave to the machine,Regular,"",Beers,Online Beer,1,$10.00,0,$0.00,$0.00,$10.00,$0.86,ea,1,0
Fonta Flora Rhythm Rug,Regular,"",Beers,Online Beer,7,$70.00,0,$0.00,$0.00,$70.00,$6.02,ea,7,0
Framboise,Regular,"",Beers,Online Beer,2,$24.00,0,$0.00,$0.00,$24.00,$2.07,ea,2,0
Ghost Town - Banshee’s,16oz draft,"",Beers,Online Beer,11,$99.00,-1,-$9.00,$0.00,$90.00,$7.79,ea,11,-1
Ghost Town - Geisterfaust,16oz draft,"",Beers,Online Beer,4,$36.00,0,$0.00,$0.00,$36.00,$3.11,ea,4,0
Ghost Town - Lil Nigel,16oz draft,"",Beers,Online Beer,4,$36.00,0,$0.00,$0.00,$36.00,$3.11,ea,4,0
Ghost Town - Pale Horse,Crowler - Take Home Only,"",Beers,Online Beer,5,$45.00,0,$0.00,$0.00,$45.00,$3.88,ea,5,0
Ghost Town - Stung,9oz draft,"",Beers,Online Beer,8,$96.00,0,$0.00,$0.00,$96.00,$8.28,ea,8,0
Ghost Town Death Rattle,7oz Draft,"",Beers,Online Beer,5,$45.00,0,$0.00,$0.00,$45.00,$0.00,ea,5,0
Ghost Town Deiform,Regular,"",Beers,Online Beer,7,$63.00,0,$0.00,$0.00,$63.00,$0.00,ea,7,0
Ghost Town Geisterfaust,Regular,"",Beers,Online Beer,6,$54.00,0,$0.00,$0.00,$54.00,$4.66,ea,6,0
Ghost Town Lousy With Peacharine,16oz draft,"",Beers,Online Beer,2,$18.00,0,$0.00,$0.00,$18.00,$0.00,ea,2,0
Ghost Town Throes,16oz Draft,"",Beers,Online Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Ghost Town chants from below ,13oz Draft,"",Beers,Online Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Ghost town Nose Goblin,Regular,"",Beers,Online Beer,6,$54.00,0,$0.00,$0.00,$54.00,$4.67,ea,6,0
Ghost town Obscure,Regular,"",Beers,Online Beer,5,$45.00,0,$0.00,$0.00,$45.00,$3.89,ea,5,0
Ghost town locust,Regular,"",Beers,Online Beer,2,$18.00,0,$0.00,$0.00,$18.00,$1.56,ea,2,0
Ghost town skullvanized,Regular,"",Beers,Online Beer,6,$54.00,0,$0.00,$0.00,$54.00,$4.66,ea,6,0
Great Notion A Beer Has No Name,16oz Draft,"",Beers,Online Beer,3,$27.00,0,$0.00,$0.00,$27.00,$2.32,ea,3,0
Great Notion Blueberry Cobbler Muffin,Regular,"",Beers,Online Beer,8,$72.00,0,$0.00,$0.00,$72.00,$6.24,ea,8,0
Great Notion Blueberry Muffin,Regular,"",Beers,Online Beer,1,$10.00,0,$0.00,$0.00,$10.00,$0.86,ea,1,0
Great Notion Double Blueberry marshmallow shake,9oz Draft,"",Beers,Online Beer,10,$100.00,0,$0.00,$0.00,$100.00,$2.58,ea,10,0
Great Notion Flight,Regular,"",Beers,Online Beer,30,$600.00,0,$0.00,-$20.00,$580.00,$50.06,ea,30,0
Great Notion JB DIPA,Regular,"",Beers,Online Beer,3,$27.00,0,$0.00,$0.00,$27.00,$2.33,ea,3,0
Great Notion Over Ripe,Regular,"",Beers,Online Beer,22,$198.00,0,$0.00,$0.00,$198.00,$17.08,ea,22,0
Great Notion PB&Jammy Pants (Raspberry),Regular,"",Beers,Online Beer,11,$99.00,0,$0.00,$0.00,$99.00,$8.56,ea,11,0
Great Notion Ripe,16oz draft,"",Beers,Online Beer,3,$27.00,0,$0.00,$0.00,$27.00,$2.33,ea,3,0
Great Notion Super Ripe,Regular,"",Beers,Online Beer,7,$63.00,0,$0.00,$0.00,$63.00,$5.45,ea,7,0
Great notion juice jr,Regular,"",Beers,Online Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Guinness Zero,Regular,"",Beers,Online Beer,3,$24.00,0,$0.00,$0.00,$24.00,$2.07,ea,3,0
Henhouse - Stoked on Citra,16oz draft,"",Beers,Online Beer,9,$81.00,0,$0.00,$0.00,$81.00,$6.99,ea,9,0
Hills & Valley,Regular,"",Beers,Online Beer,2,$18.00,0,$0.00,$0.00,$18.00,$1.55,ea,2,0
Humble Sea Chasing Twilight,Regular,"",Beers,Online Beer,20,$240.00,0,$0.00,$0.00,$240.00,$20.74,ea,20,0
Humble Sea Crystal Ocean,Regular,"",Beers,Online Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Humble Sea Double barrel-aged Doppel Doppel,Regular,"",Beers,Online Beer,8,$72.00,0,$0.00,$0.00,$72.00,$6.24,ea,8,0
Humble Sea Driftwood Dreams,16oz draft,"",Beers,Online Beer,2,$18.00,0,$0.00,$0.00,$18.00,$1.56,ea,2,0
Humble Sea Flight,Regular,"",Beers,Online Beer,21,$420.00,0,$0.00,$0.00,$420.00,$36.23,ea,21,0
Humble Sea Hop Innovation Station,Regular,"",Beers,Online Beer,17,$153.00,0,$0.00,$0.00,$153.00,$13.20,ea,17,0
Humble Sea Noodle Arms,Regular,"",Beers,Online Beer,2,$18.00,0,$0.00,$0.00,$18.00,$1.56,ea,2,0
Humble Sea Penelope Pils,Regular,"",Beers,Online Beer,3,$27.00,0,$0.00,$0.00,$27.00,$2.34,ea,3,0
Humble Sea Super Socks & Sandals,Regular,"",Beers,Online Beer,5,$45.00,0,$0.00,$0.00,$45.00,$3.90,ea,5,0
Humble Sea Surf SUP,Regular,"",Beers,Online Beer,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Humble sea boardwalk dreamin,16oz draft,"",Beers,Online Beer,2,$18.00,0,$0.00,$0.00,$18.00,$1.55,ea,2,0
IPA Flight,Regular,"",Beers,Online Beer,74,"$1,240.00",0,$0.00,-$16.00,"$1,224.00",$105.56,ea,74,0
Intinction Intinction Merlot,Regular,"",Beers,Online Beer,5,$50.00,0,$0.00,$0.00,$50.00,$4.30,ea,5,0
Lost Coast Root Beer,Regular,"",Beers,Online Beer,261,"$1,305.00",0,$0.00,-$7.00,"$1,298.00",$111.74,ea,261,0
Moonlight - Reality Czeck,16oz Draft,"",Beers,Online Beer,13,$117.00,0,$0.00,$0.00,$117.00,$10.12,ea,13,0
